Name,BSE Code,NSE Code,Industry Group,Industry
Manoj Ceramic,544073,,Consumer Durables,Ceramics
Solarium Green,544354,,Construction,Civil Construction
Pee Cee Cosma,524136,,Household Products,Household Products
Broach Lifecare,544231,,Healthcare Services,Hospital
Kothari Sugars,,KOTARISUG,Agricultural Food & other Products,Sugar
Cellecor Gadgets,,CELLECOR,Consumer Durables,Consumer Electronics
Coral Labs.,524506,,Pharmaceuticals & Biotechnology,Pharmaceuticals
DU Digital,,DUGLOBAL,Leisure Services,"Tour, Travel Related Services"
Z F Steering,505163,,Auto Components,Auto Components & Equipments
Ahimsa Industrie,,AHIMSA,Industrial Products,Plastic Products - Industrial
ITCONS E-Soluti.,543806,,Commercial Services & Supplies,Diversified Commercial Services
Sylvan Plyboard,,SYLVANPLY,Consumer Durables,Plywood Boards/ Laminates
Thakkers Develp.,526654,,Realty,"Residential, Commercial Projects"
S H Kelkar & Co.,539450,SHK,Chemicals & Petrochemicals,Specialty Chemicals
Asia Pack,530899,,Textiles & Apparels,Other Textile Products
Chambal Brewer,512301,,Commercial Services & Supplies,Trading & Distributors
Pentagon Rubber,,PENTAGON,Industrial Products,Rubber
Uma Converter,,UMA,Industrial Products,Packaging
Market Creators,526891,,Finance,Other Financial Services
Sampat Aluminium,544520,,Industrial Products,"Aluminium, Copper & Zinc Products"
Empire Inds.,509525,,Diversified,Diversified
Indo Rama Synth.,500207,INDORAMA,Textiles & Apparels,Other Textile Products
Radiant Cash,543732,RADIANTCMS,Commercial Services & Supplies,Diversified Commercial Services
Shri Gang Indus,523309,,Beverages,Breweries & Distilleries
Unique Organics,530997,,Agricultural Food & other Products,Other Agricultural Products
Symphony,517385,SYMPHONY,Consumer Durables,Household Appliances
Dhoot Indl.Fin,526971,,Commercial Services & Supplies,Trading & Distributors
Nahar Spinning,500296,NAHARSPING,Textiles & Apparels,Other Textile Products
Kovil. Lak. Rol.,507598,,Food Products,Other Food Products
Cyient,532175,CYIENT,IT - Services,IT Enabled Services
Plastiblends (I),523648,PLASTIBLEN,Chemicals & Petrochemicals,Specialty Chemicals
VVIP Infratech,544219,,Other Utilities,Waste Management
Munoth Commun.,511401,,Finance,Other Financial Services
Concord Enviro,544315,CEWATER,Other Utilities,Waste Management
Indostar Capital,541336,INDOSTAR,Finance,Non Banking Financial Company (NBFC)
Duropack,526355,,Industrial Products,Plastic Products - Industrial
Alfavision Overs,531156,,Agricultural Food & other Products,Other Agricultural Products
Kapil Raj Financ,539679,,Finance,Non Banking Financial Company (NBFC)
ABC India,520123,,Transport Services,Road Transport
Simplex Realty,503229,,Realty,"Residential, Commercial Projects"
Kokuyo Camlin,523207,KOKUYOCMLN,Household Products,Stationary
Kopran,524280,KOPRAN,Pharmaceuticals & Biotechnology,Pharmaceuticals
SBEC Sugar,532102,,Agricultural Food & other Products,Sugar
Smartlink Hold.,532419,SMARTLINK,IT - Hardware,Computers Hardware & Equipments
Brisk Technovisi,544101,,IT - Hardware,Computers Hardware & Equipments
Dipna Pharmachem,543594,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Grob Tea Co,,GROBTEA,Agricultural Food & other Products,Tea & Coffee
Bonlon Industrie,543211,BONLON,Diversified Metals,Diversified Metals
Dilip Buildcon,540047,DBL,Construction,Civil Construction
Visaka Industrie,509055,VISAKAIND,Cement & Cement Products,Cement & Cement Products
Frontline Corp.,532042,,Transport Services,Road Transport
Bhatia Colour,543497,,Chemicals & Petrochemicals,Specialty Chemicals
Indian Wood Prod,540954,,"Paper, Forest & Jute Products",Forest Products
Quantum Digital,530281,,Industrial Products,Packaging
Bosch Home Comfort,523398,BOSCH-HCIL,Consumer Durables,Household Appliances
Lancor Holdings,509048,LANCORHOL,Realty,"Residential, Commercial Projects"
Vikram Kamats,539659,,Leisure Services,Restaurants
Gennex Lab.,531739,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Medistep Health.,,MEDISTEP,Personal Products,Personal Care
Titagarh Rail,532966,TITAGARH,Industrial Manufacturing,Railway Wagons
Comfort Intech,531216,,Beverages,Breweries & Distilleries
Inland Printers,530787,,Printing & Publication,Printing & Publication
Ashapura Logi.,,ASHALOG,Transport Services,Logistics Solution Provider
Astron,544628,,Food Products,Packaged Foods
JSL Industries,504080,,Electrical Equipment,Other Electrical Equipment
Akanksha Power,,AKANKSHA,Electrical Equipment,Other Electrical Equipment
CLIO Infotech,530839,,IT - Software,Software Products
Fischer Medical,524743,FISCHER,Healthcare Equipment & Supplies,Medical Equipment & Supplies
Salzer Electron.,517059,SALZERELEC,Electrical Equipment,Other Electrical Equipment
Man Infra,533169,MANINFRA,Construction,Civil Construction
JHS Svend.Retail,544197,RETAIL,Retailing,Diversified Retail
Boston Commerce,531458,,Healthcare Services,Healthcare Service Provider
KIFS Financial,535566,,Finance,Non Banking Financial Company (NBFC)
Jungle Camps,544304,,Leisure Services,Hotels & Resorts
Trustwave,508963,,Finance,Non Banking Financial Company (NBFC)
Mewar Hi-Tech,540150,,Construction,Civil Construction
Aatmaj Health,,AATMAJ,Healthcare Services,Hospital
Sungold Media,541799,,Media,Advertising & Media Agencies
